gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
31,Sun,2018-04-01,17:00,Caen,,1–3,,Montpellier,,Stade Michel d'Ornano,https://fbref.com/en/matches/c438cfeb/Caen-Montpellier-April-1-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>5 of 8 — <strong>63%</strong></div>,<div><strong>67%</strong> — 6 of 9</div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
31,Sun,2018-04-01,17:00,Troyes,,0–2,,Nice,,Stade de l'Aube,https://fbref.com/en/matches/e3345fcc/Troyes-Nice-April-1-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>3 of 10 — <strong>30%</strong></div>,<div><strong>40%</strong> — 6 of 15</div>,<div>4 of 6 — <strong>66%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
31,Sun,2018-04-01,21:00,Lyon,,2–0,,Toulouse,,Groupama Stadium,https://fbref.com/en/matches/d369bef6/Lyon-Toulouse-April-1-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>4 of 20 — <strong>20%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
31,Wed,2018-04-04,18:45,Rennes,,1–1,,Monaco,,Roazhon Park,https://fbref.com/en/matches/f1f3d263/Rennes-Monaco-April-4-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>7 of 20 — <strong>35%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
32,Fri,2018-04-06,20:45,Saint-Étienne,,1–1,,Paris S-G,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/eee61a16/Saint-Etienne-Paris-Saint-Germain-April-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
32,Sat,2018-04-07,17:00,Monaco,,2–1,,Nantes,,Stade Louis II.,https://fbref.com/en/matches/1322a4da/Monaco-Nantes-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
32,Sat,2018-04-07,20:00,Guingamp,,4–0,,Troyes,,Stade du Roudourou,https://fbref.com/en/matches/247bf432/Guingamp-Troyes-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>10 of 15 — <strong>67%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>
32,Sat,2018-04-07,20:00,Bordeaux,,2–1,,Lille,,Stade Matmut-Atlantique,https://fbref.com/en/matches/363b4af4/Bordeaux-Lille-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>65%</strong></div>,<div><strong>35%</strong></div>,<div>6 of 15 — <strong>40%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
32,Sat,2018-04-07,20:00,Angers,,1–1,,Strasbourg,,Stade Raymond Kopa,https://fbref.com/en/matches/463e4e96/Angers-Strasbourg-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>2 of 3 — <strong>67%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
32,Sat,2018-04-07,20:00,Amiens,,3–0,,Caen,,Stade de la Licorne,https://fbref.com/en/matches/5a204bb6/Amiens-Caen-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>4 of 11 — <strong>36%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
32,Sat,2018-04-07,20:00,Toulouse,,0–1,,Dijon,,Stadium Municipal,https://fbref.com/en/matches/5e4e7b0e/Toulouse-Dijon-April-7-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 19 — <strong>26%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
32,Sun,2018-04-08,15:00,Nice,,1–1,,Rennes,,Stade de Nice,https://fbref.com/en/matches/59ff2680/Nice-Rennes-April-8-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>2 of 10 — <strong>20%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
32,Sun,2018-04-08,17:00,Metz,,0–5,,Lyon,,Stade Saint-Symphorien,https://fbref.com/en/matches/cd56d714/Metz-Lyon-April-8-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>5 of 10 — <strong>50%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>1 of 6 — <strong>16%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
32,Sun,2018-04-08,21:00,Marseille,,0–0,,Montpellier,,Orange Vélodrome,https://fbref.com/en/matches/6662310d/Marseille-Montpellier-April-8-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>3 of 12 — <strong>25%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
33,Fri,2018-04-13,20:45,Angers,,1–1,,Nice,,Stade Raymond Kopa,https://fbref.com/en/matches/fdb18819/Angers-Nice-April-13-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>3 of 12 — <strong>25%</strong></div>,<div><strong>47%</strong> — 7 of 15</div>,<div>6 of 7 — <strong>85%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
33,Sat,2018-04-14,17:00,Lyon,,3–0,,Amiens,,Groupama Stadium,https://fbref.com/en/matches/e1ac7a3a/Lyon-Amiens-April-14-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>67%</strong></div>,<div><strong>33%</strong></div>,<div>8 of 25 — <strong>32%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>62%</strong> — 5 of 8</div>
33,Sat,2018-04-14,20:00,Nantes,,1–1,,Dijon,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/04bebf57/Nantes-Dijon-April-14-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>2 of 15 — <strong>13%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
33,Sat,2018-04-14,20:00,Strasbourg,,0–1,,Saint-Étienne,,Stade de la Meinau,https://fbref.com/en/matches/1211130a/Strasbourg-Saint-Etienne-April-14-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>5 of 16 — <strong>31%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
33,Sat,2018-04-14,20:00,Lille,,2–2,,Guingamp,,Stade Pierre-Mauroy,https://fbref.com/en/matches/46aa6432/Lille-Guingamp-April-14-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>3 of 10 — <strong>30%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
33,Sat,2018-04-14,20:00,Rennes,,1–2,,Metz,,Roazhon Park,https://fbref.com/en/matches/ada4c8c3/Rennes-Metz-April-14-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>66%</strong></div>,<div><strong>34%</strong></div>,<div>2 of 14 — <strong>14%</strong></div>,<div><strong>86%</strong> — 6 of 7</div>,<div>4 of 6 — <strong>66%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
33,Sun,2018-04-15,15:00,Montpellier,,1–3,,Bordeaux,,Stade de la Mosson,https://fbref.com/en/matches/73ebee0b/Montpellier-Bordeaux-April-15-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>4 of 18 — <strong>22%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>1 of 4 — <strong>25%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
33,Sun,2018-04-15,17:00,Troyes,,2–3,,Marseille,,Stade de l'Aube,https://fbref.com/en/matches/656730d0/Troyes-Marseille-April-15-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>36%</strong></div>,<div><strong>64%</strong></div>,<div>6 of 12 — <strong>50%</strong></div>,<div><strong>43%</strong> — 9 of 21</div>,<div>6 of 9 — <strong>66%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
33,Sun,2018-04-15,21:00,Paris S-G,,7–1,,Monaco,,Parc des Princes,https://fbref.com/en/matches/1da5df93/Paris-Saint-Germain-Monaco-April-15-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>7 of 12 — <strong>58%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>
34,Fri,2018-04-20,19:30,Nantes,,1–1,,Rennes,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/a88e34e0/Nantes-Rennes-April-20-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>40%</strong></div>,<div><strong>60%</strong></div>,<div>5 of 12 — <strong>42%</strong></div>,<div><strong>20%</strong> — 3 of 15</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
34,Fri,2018-04-20,21:00,Dijon,,2–5,,Lyon,,Stade Gaston Gérard,https://fbref.com/en/matches/4074b3d5/Dijon-Lyon-April-20-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>5 of 15 — <strong>33%</strong></div>,<div><strong>52%</strong> — 11 of 21</div>,<div>7 of 11 — <strong>63%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
34,Sat,2018-04-21,17:00,Marseille,,5–1,,Lille,,Orange Vélodrome,https://fbref.com/en/matches/05533f7e/Marseille-Lille-April-21-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>7 of 18 — <strong>39%</strong></div>,<div><strong>21%</strong> — 3 of 14</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>42%</strong> — 3 of 7</div>
34,Sat,2018-04-21,20:00,Metz,,1–1,,Caen,,Stade Saint-Symphorien,https://fbref.com/en/matches/76852ce8/Metz-Caen-April-21-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
34,Sat,2018-04-21,20:00,Toulouse,,2–0,,Angers,,Stadium Municipal,https://fbref.com/en/matches/9900820e/Toulouse-Angers-April-21-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>7 of 13 — <strong>54%</strong></div>,<div><strong>0%</strong> — 0 of 7</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
34,Sat,2018-04-21,20:00,Guingamp,,3–1,,Monaco,,Stade du Roudourou,https://fbref.com/en/matches/9f916db5/Guingamp-Monaco-April-21-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>11 of 23 — <strong>48%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>81%</strong> — 9 of 11</div>
34,Sat,2018-04-21,20:00,Amiens,,3–1,,Strasbourg,,Stade de la Licorne,https://fbref.com/en/matches/d157c90c/Amiens-Strasbourg-April-21-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>13%</strong> — 2 of 15</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
34,Sun,2018-04-22,15:00,Nice,,1–0,,Montpellier,,Stade de Nice,https://fbref.com/en/matches/2349b82a/Nice-Montpellier-April-22-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>4 of 16 — <strong>25%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
34,Sun,2018-04-22,17:00,Saint-Étienne,,2–1,,Troyes,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/2a6747d4/Saint-Etienne-Troyes-April-22-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>66%</strong></div>,<div><strong>34%</strong></div>,<div>6 of 18 — <strong>33%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
34,Sun,2018-04-22,21:00,Bordeaux,,0–1,,Paris S-G,,Stade Matmut-Atlantique,https://fbref.com/en/matches/e418c568/Bordeaux-Paris-Saint-Germain-April-22-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>8 of 21 — <strong>38%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 8 of 8</div>
33,Wed,2018-04-25,18:45,Caen,,0–0,,Toulouse,,Stade Michel d'Ornano,https://fbref.com/en/matches/0816ccae/Caen-Toulouse-April-25-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>0 of 9 — <strong>0%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
35,Fri,2018-04-27,20:45,Montpellier,,0–1,,Saint-Étienne,,Stade de la Mosson,https://fbref.com/en/matches/5c02ab33/Montpellier-Saint-Etienne-April-27-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>4 of 24 — <strong>17%</strong></div>,<div><strong>71%</strong> — 5 of 7</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
35,Sat,2018-04-28,17:00,Lyon,,2–0,,Nantes,,Groupama Stadium,https://fbref.com/en/matches/2a72f30f/Lyon-Nantes-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>10 of 25 — <strong>40%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>80%</strong> — 8 of 10</div>
35,Sat,2018-04-28,20:00,Troyes,,3–1,,Caen,,Stade de l'Aube,https://fbref.com/en/matches/0aedef37/Troyes-Caen-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>15%</strong> — 2 of 13</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
35,Sat,2018-04-28,20:00,Monaco,,0–0,,Amiens,,Stade Louis II.,https://fbref.com/en/matches/1f0aa2e3/Monaco-Amiens-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>62%</strong></div>,<div><strong>38%</strong></div>,<div>0 of 17 — <strong>0%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
35,Sat,2018-04-28,20:00,Bordeaux,,3–1,,Dijon,,Stade Matmut-Atlantique,https://fbref.com/en/matches/41c0dde1/Bordeaux-Dijon-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>3 of 9 — <strong>33%</strong></div>,<div><strong>22%</strong> — 2 of 9</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
35,Sat,2018-04-28,20:00,Strasbourg,,1–1,,Nice,,Stade de la Meinau,https://fbref.com/en/matches/4d052eeb/Strasbourg-Nice-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>2 of 10 — <strong>20%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
35,Sat,2018-04-28,20:00,Lille,,3–1,,Metz,,Stade Pierre-Mauroy,https://fbref.com/en/matches/ed0f2e13/Lille-Metz-April-28-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>9 of 15 — <strong>60%</strong></div>,<div><strong>29%</strong> — 4 of 14</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>66%</strong> — 6 of 9</div>
35,Sun,2018-04-29,15:00,Rennes,,2–1,,Toulouse,,Roazhon Park,https://fbref.com/en/matches/2b8af14e/Rennes-Toulouse-April-29-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>15%</strong> — 2 of 13</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
35,Sun,2018-04-29,17:00,Angers,,1–1,,Marseille,,Stade Raymond Kopa,https://fbref.com/en/matches/014d494d/Angers-Marseille-April-29-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>6 of 14 — <strong>43%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
35,Sun,2018-04-29,21:00,Paris S-G,,2–2,,Guingamp,,Parc des Princes,https://fbref.com/en/matches/731907d0/Paris-Saint-Germain-Guingamp-April-29-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>65%</strong></div>,<div><strong>35%</strong></div>,<div>2 of 14 — <strong>14%</strong></div>,<div><strong>18%</strong> — 4 of 22</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
36,Fri,2018-05-04,20:45,Amiens,,2–2,,Paris S-G,,Stade de la Licorne,https://fbref.com/en/matches/6263a735/Amiens-Paris-Saint-Germain-May-4-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>33%</strong></div>,<div><strong>67%</strong></div>,<div>5 of 12 — <strong>42%</strong></div>,<div><strong>30%</strong> — 7 of 23</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
36,Sun,2018-05-06,15:00,Saint-Étienne,,1–3,,Bordeaux,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/9b533b91/Saint-Etienne-Bordeaux-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>1 of 14 — <strong>7%</strong></div>,<div><strong>45%</strong> — 5 of 11</div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
36,Sun,2018-05-06,16:30,Lyon,,3–0,,Troyes,,Groupama Stadium,https://fbref.com/en/matches/b68c74c2/Lyon-Troyes-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>5 of 16 — <strong>31%</strong></div>,<div><strong>31%</strong> — 4 of 13</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
36,Sun,2018-05-06,17:00,Toulouse,,2–3,,Lille,,Stadium Municipal,https://fbref.com/en/matches/16b4d012/Toulouse-Lille-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>33%</strong></div>,<div><strong>67%</strong></div>,<div>4 of 6 — <strong>67%</strong></div>,<div><strong>47%</strong> — 8 of 17</div>,<div>5 of 8 — <strong>62%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
36,Sun,2018-05-06,17:00,Metz,,1–2,,Angers,,Stade Saint-Symphorien,https://fbref.com/en/matches/78d9ed3d/Metz-Angers-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>4 of 8 — <strong>50%</strong></div>,<div><strong>24%</strong> — 4 of 17</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
36,Sun,2018-05-06,17:00,Nantes,,0–2,,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/e8a4ec8e/Nantes-Montpellier-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>2 of 10 — <strong>20%</strong></div>,<div><strong>58%</strong> — 7 of 12</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
36,Sun,2018-05-06,17:00,Rennes,,2–1,,Strasbourg,,Roazhon Park,https://fbref.com/en/matches/f0c641e4/Rennes-Strasbourg-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>1 of 13 — <strong>8%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
36,Sun,2018-05-06,17:00,Dijon,,3–1,,Guingamp,,Stade Gaston Gérard,https://fbref.com/en/matches/fa7ea650/Dijon-Guingamp-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>9 of 19 — <strong>47%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>66%</strong> — 6 of 9</div>
36,Sun,2018-05-06,17:00,Caen,,1–2,,Monaco,,Stade Michel d'Ornano,https://fbref.com/en/matches/fe743de6/Caen-Monaco-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>5 of 16 — <strong>31%</strong></div>,<div><strong>24%</strong> — 4 of 17</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
36,Sun,2018-05-06,21:05,Marseille,,2–1,,Nice,,Orange Vélodrome,https://fbref.com/en/matches/83c8d2a7/Marseille-Nice-May-6-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>8 of 18 — <strong>44%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
37,Fri,2018-05-11,20:45,Guingamp,,3–3,,Marseille,,Stade du Roudourou,https://fbref.com/en/matches/78f16691/Guingamp-Marseille-May-11-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>3 of 20 — <strong>15%</strong></div>,<div><strong>31%</strong> — 5 of 16</div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
37,Sat,2018-05-12,21:00,Strasbourg,,3–2,,Lyon,,Stade de la Meinau,https://fbref.com/en/matches/1d65553a/Strasbourg-Lyon-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>38%</strong></div>,<div><strong>62%</strong></div>,<div>4 of 9 — <strong>44%</strong></div>,<div><strong>29%</strong> — 2 of 7</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
37,Sat,2018-05-12,21:00,Montpellier,,1–1,,Troyes,,Stade de la Mosson,https://fbref.com/en/matches/573233b5/Montpellier-Troyes-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>61%</strong></div>,<div><strong>39%</strong></div>,<div>3 of 22 — <strong>14%</strong></div>,<div><strong>22%</strong> — 2 of 9</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
37,Sat,2018-05-12,21:00,Bordeaux,,4–2,,Toulouse,,Stade Matmut-Atlantique,https://fbref.com/en/matches/60326d82/Bordeaux-Toulouse-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 15 — <strong>40%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>
37,Sat,2018-05-12,21:00,Amiens,,2–0,,Metz,,Stade de la Licorne,https://fbref.com/en/matches/68a86acf/Amiens-Metz-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>0 of 7 — <strong>0%</strong></div>,<div><strong>7%</strong> — 1 of 14</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
37,Sat,2018-05-12,21:00,Lille,,2–1,,Dijon,,Stade Pierre-Mauroy,https://fbref.com/en/matches/a6ca12f5/Lille-Dijon-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>3 of 13 — <strong>23%</strong></div>,<div><strong>55%</strong> — 6 of 11</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
37,Sat,2018-05-12,21:00,Nice,,4–1,,Caen,,Stade de Nice,https://fbref.com/en/matches/ca1d217c/Nice-Caen-May-12-2018-Ligue-1,2017-2018,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>7 of 20 — <strong>35%</strong></div>,<div><strong>42%</strong> — 5 of 12</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>57%</strong> — 4 of 7</div>
